rho,beta,seed,iteration,tcr,mean_energy,sigma_energy
0.05,1.0,0,53,0.2559670781893004,191.6578821287995,1.2902215801570742
0.05,1.0,0,54,0.2559670781893004,191.07503941632496,1.294859138519297
0.05,1.0,0,55,0.2559670781893004,190.49633883947405,1.3134401658797152
0.05,1.0,0,56,0.2559670781893004,189.92592253387062,1.3641202025387258
0.05,1.0,0,57,0.2559670781893004,189.33479555014856,1.3952281416209258
0.05,1.0,0,58,0.2559670781893004,188.7478107020502,1.4152537675266659
0.05,1.0,0,59,0.2559670781893004,188.18567866769428,1.4210118439289579
0.05,1.0,0,60,0.2559670781893004,187.6318309045858,1.435549926771492
0.05,1.0,0,61,0.2559670781893004,187.05727246335863,1.4724826009390115
0.05,1.0,0,62,0.2559670781893004,186.45371907276532,1.5065007258947274
0.05,1.0,0,63,0.2559670781893004,185.88744490278563,1.5221539155451442
0.05,1.0,0,64,0.2559670781893004,185.34188141092463,1.5593802075941592
0.05,1.0,0,65,0.2559670781893004,184.7963179190636,1.5705810546833674
0.05,1.0,0,66,0.2559670781893004,184.24661229157886,1.56808621350247
0.05,1.0,0,67,0.2559670781893004,183.68448025722287,1.5887391848303496
0.05,1.0,0,68,0.2559670781893004,183.13477462973813,1.611257567910507
0.05,1.0,0,69,0.2559670781893004,182.57678473100592,1.6063831312165817
0.05,1.0,0,70,0.2559670781893004,182.0353633747686,1.625284724898497
0.05,1.0,0,71,0.2559670781893004,181.48151561166011,1.626138164548918
0.05,1.0,0,72,0.2559670781893004,180.92352571292787,1.6366805695920978
0.05,1.0,0,73,0.2559670781893004,180.35310940732447,1.6626331248813848
0.05,1.0,0,74,0.2559670781893004,179.78269310172104,1.6767574860131014
0.05,1.0,0,75,0.2559670781893004,179.23298747423632,1.6925214583781447
0.05,1.0,0,76,0.2559670781893004,178.67499757550405,1.7100425595930393
0.05,1.0,0,77,0.2559670781893004,178.08801272740575,1.7240717806870753
0.05,1.0,0,78,0.2559670781893004,177.51345428617856,1.774655084136633
0.05,1.0,0,79,0.2559670781893004,176.9513222518226,1.7806009396455138
0.05,1.0,0,80,0.2559670781893004,176.38504808184297,1.7603283199815896
0.05,1.0,0,81,0.2559670781893004,175.82291604748698,1.788432472375485
0.05,1.0,0,82,0.2559670781893004,175.26078401313103,1.786939598793955
0.05,1.0,0,83,0.2559670781893004,174.6779413006564,1.7836040192520974
0.05,1.0,0,84,0.2559670781893004,174.11166713067672,1.77884401834508
0.05,1.0,0,85,0.2559670781893004,173.54953509632077,1.796744139195064
0.05,1.0,0,86,0.2559670781893004,172.9874030619648,1.8084873146456488
0.05,1.0,0,87,0.2559670781893004,172.42527102760886,1.8084171928777504
0.05,1.0,0,88,0.2559670781893004,171.85485472200543,1.8022003274447025
0.05,1.0,0,89,0.2559670781893004,171.30100695889695,1.816169453476301
0.05,1.0,0,90,0.2559670781893004,170.7181642464223,1.8289805239212842
0.05,1.0,0,91,0.2559670781893004,170.13532153394772,1.8400906775674222
0.05,1.0,0,92,0.2559670781893004,169.54833668584936,1.8486689996952181
0.05,1.0,0,93,0.2559670781893004,168.97792038024596,1.8330923985519723
0.05,1.0,0,94,0.2559670781893004,168.41578834589,1.8692332676371208
0.05,1.0,0,95,0.2559670781893004,167.83294563341536,1.8856995733859818
0.05,1.0,0,96,0.2559670781893004,167.27495573468315,1.8838403454924766
0.05,1.0,0,97,0.2559670781893004,166.69211302220853,1.872024988623526
0.05,1.0,0,98,0.2559670781893004,166.11341244535768,1.8541445457191792
0.05,1.0,0,99,0.2559670781893004,165.5388540041305,1.8634465592356224
0.05,1.0,0,100,0.2559670781893004,164.9684376985271,1.8654782842416398
0.05,1.0,0,101,0.2559670781893004,164.41044779979487,1.8790621291598435
0.05,1.0,0,102,0.2559670781893004,163.83588935856773,1.8849252123007487
0.05,1.0,0,103,0.2559670781893004,163.28204159545922,1.8973965636478196
0.05,1.0,0,104,0.2559670781893004,162.70748315423208,1.9202820457836127
0.05,1.0,0,105,0.2559670781893004,162.14949325549986,1.949972898659473
0.05,1.0,0,106,0.2559670781893004,161.5625084074015,1.9752955598161617
0.05,1.0,0,107,0.2559670781893004,161.0045185086693,1.9948721070641189
0.05,1.0,0,108,0.2559670781893004,160.463097152432,2.0080965838531464
0.05,1.0,0,109,0.2559670781893004,159.89268084682857,2.032013035008543
0.05,1.0,0,110,0.2559670781893004,159.33469094809635,2.054088005792389
0.05,1.0,0,111,0.2559670781893004,158.7849853206116,2.0824867550412045
0.05,1.0,0,112,0.2559670781893004,158.23942182875055,2.082838859048998
0.05,1.0,0,113,0.2559670781893004,157.64415270940475,2.0874130793576455
0.05,1.0,0,114,0.2559670781893004,157.06130999693016,2.083123435641889
0.05,1.0,0,115,0.2559670781893004,156.49917796257418,2.0714585850637275
0.05,1.0,0,116,0.2559670781893004,155.9329037925945,2.0862301845442155
0.05,1.0,0,117,0.2559670781893004,155.34591894449613,2.109991766617402
0.05,1.0,0,118,0.2559670781893004,154.76307623202152,2.125713220392501
0.05,1.0,0,119,0.2559670781893004,154.18851779079438,2.171834289524306
0.05,1.0,0,120,0.2559670781893004,153.6388121633096,2.194644870123274
0.05,1.0,0,121,0.2559670781893004,153.07668012895368,2.1864429992795453
0.05,1.0,0,122,0.2559670781893004,152.51454809459773,2.192207464285005
0.05,1.0,0,123,0.2559670781893004,151.96070033148922,2.2202606151880246
0.05,1.0,0,124,0.2559670781893004,151.38199975463834,2.2361411695170372
0.05,1.0,0,125,0.2559670781893004,150.8115834490349,2.254254626303319
0.05,1.0,0,126,0.25761316872427986,150.25773568592643,2.242722485302417
0.05,1.0,0,127,0.25761316872427986,149.687319380323,2.2567287511592595
0.05,1.0,0,128,0.25761316872427986,149.13347161721452,2.255370104352329
0.05,1.0,0,129,0.25761316872427986,148.54234463349243,2.2607715493477034
0.05,1.0,0,130,0.25761316872427986,147.95950192101782,2.2828912205201553
0.05,1.0,0,131,0.25761316872427986,147.38080134416697,2.2791349125638862
0.05,1.0,0,132,0.25761316872427986,146.7938164960686,2.2948002136318846
0.05,1.0,0,133,0.25761316872427986,146.21097378359397,2.3099251666805904
0.05,1.0,0,134,0.25761316872427986,145.64055747799054,2.3151060940068717
0.05,1.0,0,135,0.25761316872427986,145.05771476551595,2.349262157810898
0.05,1.0,0,136,0.25761316872427986,144.4707299174176,2.3529660209299106
0.05,1.0,0,137,0.25761316872427986,143.90859788306165,2.345199835304235
0.05,1.0,0,138,0.25761316872427986,143.32575517058703,2.363413196888025
0.05,1.0,0,139,0.25761316872427986,142.780191678726,2.3573432324550425
0.05,1.0,0,140,0.25761316872427986,142.23048605124126,2.3724243167245844
0.05,1.0,0,141,0.25761316872427986,141.67249615250904,2.3768904848152035
0.05,1.0,0,142,0.25761316872427986,141.0772270331632,2.384331032911813
0.05,1.0,0,143,0.25761316872427986,140.51923713443097,2.4031355411360487
0.05,1.0,0,144,0.25761316872427986,139.93225228633267,2.3654205824619683
0.05,1.0,0,145,0.25761316872427986,139.3618359807292,2.3410358233860213
0.05,1.0,0,146,0.25761316872427986,138.79556181074955,2.3479978940860593
0.05,1.0,0,147,0.25761316872427986,138.25828259013596,2.3266896226184697
0.05,1.0,0,148,0.25761316872427986,137.66301347079016,2.3152483683155696
0.05,1.0,0,149,0.25761316872427986,137.07188648706807,2.344716064029615
0.05,1.0,0,150,0.25761316872427986,136.49318591021722,2.3574759308752333
0.05,1.0,0,151,0.25761316872427986,135.91034319774258,2.3480392940060417
0.05,1.0,0,152,0.25761316872427986,135.33578475651547,2.371366377082338
0.05,1.0,0,153,0.25761316872427986,134.77365272215948,2.3831339782826917
0.05,1.0,0,154,0.25761316872427986,134.20737855217982,2.3590343722053135
0.05,1.0,0,155,0.25761316872427986,133.64524651782384,2.369059120421904
0.05,1.0,0,156,0.25761316872427986,133.08725661909162,2.370548422019821
0.05,1.0,0,157,0.25761316872427986,132.52512458473566,2.375190763703971
0.05,1.0,0,158,0.25761316872427986,131.97541895725087,2.3764171703938803
0.05,1.0,0,159,0.25761316872427986,131.42157119414242,2.396877796221444
0.05,1.0,0,160,0.25761316872427986,130.8677234310339,2.40345156233031
0.05,1.0,0,161,0.25761316872427986,130.289022854183,2.3983409043746104
0.05,1.0,0,162,0.25761316872427986,129.69789587046097,2.3920947497962017
0.05,1.0,0,163,0.25761316872427986,129.1440481073525,2.4017859774236414
0.05,1.0,0,164,0.25761316872427986,128.57363180174903,2.4103085782556297
0.05,1.0,0,165,0.25761316872427986,127.98664695365069,2.416919837735143
0.05,1.0,0,166,0.25761316872427986,127.42865705491847,2.4183478704384673
0.05,1.0,0,167,0.25761316872427986,126.87480929180997,2.4466153965908997
0.05,1.0,0,168,0.25761316872427986,126.29196657933537,2.454453308208242
0.05,1.0,0,169,0.25761316872427986,125.74226095185058,2.46444657974979
0.05,1.0,0,170,0.25761316872427986,125.13870756125735,2.480238513158194
0.05,1.0,0,171,0.25761316872427986,124.60142834064376,2.502228229334643
0.05,1.0,0,172,0.25761316872427986,124.04343844191155,2.526709983603058
0.05,1.0,0,173,0.25761316872427986,123.48959067880307,2.536461546773125
0.05,1.0,0,174,0.25761316872427986,122.92331650882336,2.5577028498897327
0.05,1.0,0,175,0.25761316872427986,122.36532661009115,2.540805733351846
0.05,1.0,0,176,0.25761316872427986,121.79491030448773,2.540827548197112
0.05,1.0,0,177,0.25761316872427986,121.2244939988843,2.511247333725793
0.05,1.0,0,178,0.25761316872427986,120.66236196452837,2.5278519227777716
0.05,1.0,0,179,0.25761316872427986,120.11679847266734,2.5453563177231557
0.05,1.0,0,180,0.25761316872427986,119.52152935332151,2.5748049543690015
0.05,1.0,0,181,0.25761316872427986,118.93868664084691,2.584767258385651
0.05,1.0,0,182,0.25761316872427986,118.37241247086725,2.5819910514656628
0.05,1.0,0,183,0.25761316872427986,117.78128548714513,2.597804233964193
0.05,1.0,0,184,0.25761316872427986,117.23572199528412,2.5996537465054796
0.05,1.0,0,185,0.25761316872427986,116.69015850342309,2.5867294880087073
0.05,1.0,0,186,0.25761316872427986,116.13631074031457,2.5848403498841095
0.05,1.0,0,187,0.25761316872427986,115.5576101634637,2.5642342969766845
0.05,1.0,0,188,0.25761316872427986,114.99133599348404,2.5845319229018187
0.05,1.0,0,189,0.25761316872427986,114.40435114538568,2.588801425186223
0.05,1.0,0,190,0.25761316872427986,113.81736629728735,2.5943229734784383
0.05,1.0,0,191,0.25761316872427986,113.2220971779415,2.612899317577899
0.05,1.0,0,192,0.25761316872427986,112.66824941483303,2.6072173940341488
0.05,1.0,0,193,0.25761316872427986,112.09369097360589,2.6271531134076995
0.05,1.0,0,194,0.25761316872427986,111.52327466800246,2.660309188268283
0.05,1.0,0,195,0.25761316872427986,110.9487162267753,2.64103588631107
0.05,1.0,0,196,0.25761316872427986,110.37415778554816,2.6558348507919733
0.05,1.0,0,197,0.25761316872427986,109.80788361556847,2.6380210409696128
0.05,1.0,0,198,0.25761316872427986,109.23746730996504,2.657020468872965
0.05,1.0,0,199,0.25761316872427986,108.65876673311418,2.6546074626701457
0.05,1.0,0,200,0.25761316872427986,108.09249256313448,2.6356832721992993
0.05,1.0,0,201,0.25761316872427986,107.51379198628361,2.6608919167013774
0.05,1.0,0,202,0.25761316872427986,106.9226650025615,2.6781968877199263
0.05,1.0,0,203,0.25761316872427986,106.37710151070048,2.659866393559203
0.05,1.0,0,204,0.25761316872427986,105.80254306947333,2.6503906803039694
0.05,1.0,0,205,0.25761316872427986,105.24041103511738,2.668656768220499
0.05,1.0,0,206,0.25761316872427986,104.6617104582665,2.6537746242314455
0.05,1.0,0,207,0.25761316872427986,104.08300988141562,2.665647953394493
0.05,1.0,0,208,0.25761316872427986,103.52916211830714,2.6445437118288164
0.05,1.0,0,209,0.25761316872427986,102.91732445646637,2.650800283528266
0.05,1.0,0,210,0.25761316872427986,102.35519242211042,2.6416175708689633
0.05,1.0,0,211,0.25761316872427986,101.78891825213074,2.6309638828698625
0.05,1.0,0,212,0.25761316872427986,101.21021767527986,2.6494548586436233
0.05,1.0,0,213,0.25761316872427986,100.62737496280525,2.64322668458119
0.05,1.0,0,214,0.25761316872427986,100.07352719969676,2.654456005490133
0.05,1.0,0,215,0.25761316872427986,99.49482662284588,2.637037533787438
0.05,1.0,0,216,0.25761316872427986,98.9036996391238,2.6108624562144107
0.05,1.0,0,217,0.25761316872427986,98.32914119789663,2.592394833145586
0.05,1.0,0,218,0.25761316872427986,97.7421563497983,2.592310138100891
0.05,1.0,0,219,0.25761316872427986,97.1883085866898,2.5736102219443766
0.05,1.0,0,220,0.25761316872427986,96.63446082358132,2.577695446484944
0.05,1.0,0,221,0.25761316872427986,96.06404451797789,2.593838290061514
0.05,1.0,0,222,0.25761316872427986,95.48948607675075,2.6139164122229452
0.05,1.0,0,223,0.25761316872427986,94.91492763552358,2.6360478920477024
0.05,1.0,0,224,0.25761316872427986,94.34451132992017,2.6261147022406406
0.05,1.0,0,225,0.25761316872427986,93.76581075306929,2.5966073659311983
0.05,1.0,0,226,0.25761316872427986,93.19125231184213,2.6128499511881107
0.05,1.0,0,227,0.25761316872427986,92.60840959936752,2.636854034882013
0.05,1.0,0,228,0.25761316872427986,92.0379932937641,2.635775404371574
0.05,1.0,0,229,0.25761316872427986,91.43443990317083,2.667889767236458
0.05,1.0,0,230,0.25761316872427986,90.86816573319115,2.660335893827303
0.05,1.0,0,231,0.25761316872427986,90.2811808850928,2.67285493152375
0.05,1.0,0,232,0.25761316872427986,89.71904885073683,2.6946739939542863
0.05,1.0,0,233,0.25761316872427986,89.12792186701475,2.730451503557769
0.05,1.0,0,234,0.25761316872427986,88.54922129016387,2.7088500871592354
0.05,1.0,0,235,0.25761316872427986,87.98294712018419,2.7263593496118594
0.05,1.0,0,236,0.25761316872427986,87.42081508582824,2.712532144738424
0.05,1.0,0,237,0.25761316872427986,86.84625664460108,2.701462373544387
0.05,1.0,0,238,0.25761316872427986,86.26341393212645,2.7000374673193663
0.05,1.0,0,239,0.25761316872427986,85.67228694840439,2.6694930481932446
0.05,1.0,0,240,0.25761316872427986,85.08530210030604,2.6710296397493356
0.05,1.0,0,241,0.25761316872427986,84.48174870971276,2.6701173754036778
0.05,1.0,0,242,0.25761316872427986,83.91133240410934,2.65697946295224
0.05,1.0,0,243,0.25761316872427986,83.32848969163473,2.6712582877166793
0.05,1.0,0,244,0.25761316872427986,82.7580733860313,2.644001492178318
0.05,1.0,0,245,0.25761316872427986,82.1876570804279,2.6606469591227646
0.05,1.0,0,246,0.25761316872427986,81.60481436795328,2.6855330033148483
0.05,1.0,0,247,0.25761316872427986,81.03854019797359,2.7043937166410665
0.05,1.0,0,248,0.25761316872427986,80.4598396211227,2.7361895246921804
0.05,1.0,0,249,0.25761316872427986,79.89356545114302,2.751332790096522
0.05,1.0,0,250,0.25761316872427986,79.31900700991585,2.7628775385783726
0.05,1.0,0,251,0.25761316872427986,78.71959575494631,2.780954073607115
0.05,1.0,0,252,0.25761316872427986,78.12846877122423,2.79664554286518
0.05,1.0,0,253,0.25761316872427986,77.57462100811576,2.7838930133719404
0.05,1.0,0,254,0.25761316872427986,76.97520975314622,2.8056530731068277
0.05,1.0,0,255,0.25761316872427986,76.42964626128517,2.782951227545867
0.05,1.0,0,256,0.25761316872427986,75.83851927756311,2.785804961463574
0.05,1.0,0,257,0.25761316872427986,75.2598187007122,2.8012251656626312
0.05,1.0,0,258,0.25761316872427986,74.69354453073252,2.8077750654049147
0.05,1.0,0,259,0.25761316872427986,74.11898608950538,2.828866918340126
0.05,1.0,0,260,0.25761316872427986,73.54442764827823,2.8236847521999
0.05,1.0,0,261,0.25761316872427986,72.97815347829854,2.8356535465105788
0.05,1.0,0,262,0.25761316872427986,72.41187930831885,2.84494928276039
0.05,1.0,0,263,0.25761316872427986,71.8248944602205,2.8585779206264146
0.05,1.0,0,264,0.25761316872427986,71.22134106962723,2.848294976825849
0.05,1.0,0,265,0.25761316872427986,70.64264049277634,2.863848625521556
0.05,1.0,0,266,0.25761316872427986,70.05151350905426,2.8913321446809195
0.05,1.0,0,267,0.25761316872427986,69.48523933907458,2.8762281071593376
0.05,1.0,0,268,0.25761316872427986,68.92724944034235,2.8840871889852773
0.05,1.0,0,269,0.25761316872427986,68.36925954161013,2.8857307948778654
0.05,1.0,0,270,0.25761316872427986,67.79884323600672,2.915731261670695
0.05,1.0,0,271,0.25761316872427986,67.24085333727449,2.927612936157267
0.05,1.0,0,272,0.25761316872427986,66.66629489604733,2.925973398537654
0.05,1.0,0,273,0.25761316872427986,66.09173645482018,2.919067499107901
0.05,1.0,0,274,0.25761316872427986,65.5006094710981,2.9392392265872487
0.05,1.0,0,275,0.25761316872427986,64.92605102987095,2.9401531451248903
0.05,1.0,0,276,0.25761316872427986,64.35977685989127,2.956804786474951
0.05,1.0,0,277,0.25761316872427986,63.764507740545454,3.001906700029741
0.05,1.0,0,278,0.25761316872427986,63.194091434942024,3.010460986679063
0.05,1.0,0,279,0.25761316872427986,62.60710658684368,2.9953675194675147
0.05,1.0,0,280,0.25761316872427986,62.03669028124025,3.006922420792581
0.05,1.0,0,281,0.25761316872427986,61.449705433141915,3.006194741962952
0.05,1.0,0,282,0.25761316872427986,60.87928912753847,3.005165879893642
0.05,1.0,0,283,0.25761316872427986,60.29644641506384,2.9876945844378304
0.05,1.0,0,284,0.25761316872427986,59.72188797383668,2.9977948181365406
0.05,1.0,0,285,0.25761316872427986,59.163898075104456,3.023269570399447
0.05,1.0,0,286,0.25761316872427986,58.58933963387729,3.018097013653822
0.05,1.0,0,287,0.25761316872427986,57.99821265015521,3.0260029853882653
0.05,1.0,0,288,0.25761316872427986,57.43608061579924,3.0476466133856266
0.05,1.0,0,289,0.25761316872427986,56.86566431019581,3.043339404491985
0.05,1.0,0,290,0.25761316872427986,56.29524800459238,3.0316728026956294
0.05,1.0,0,291,0.25761316872427986,55.708263156494034,3.029944083995998
0.05,1.0,0,292,0.25761316872427986,55.117136172771936,3.046018172405695
0.05,1.0,0,293,0.25761316872427986,54.53429346029733,3.0723467659183026
0.05,1.0,0,294,0.25761316872427986,53.95973501907016,3.068312142150037
0.05,1.0,0,295,0.25761316872427986,53.37275017097181,3.026521388604963
0.05,1.0,0,296,0.25761316872427986,52.77748105162599,3.047314711584896
0.05,1.0,0,297,0.25761316872427986,52.20706474602256,3.048638547727782
0.05,1.0,0,298,0.25761316872427986,51.64079057604287,3.0544433767553283
0.05,1.0,0,299,0.25761316872427986,51.08694281293436,3.0537180574500153
0.05,1.0,1,0,0.13327814569536423,221.48830652962062,0.09527315937330057
0.05,1.0,1,1,0.2119205298013245,220.94166293245098,0.1810633725471239
0.05,1.0,1,2,0.23509933774834438,220.36809513498142,0.18382293057014817
0.05,1.0,1,3,0.24751655629139072,219.7993945581305,0.17250585850947722
0.05,1.0,1,4,0.25165562913907286,219.25968893064578,0.1842925660066367
0.05,1.0,1,5,0.2591059602649007,218.68466952353737,0.1958111916245738
0.05,1.0,1,6,0.26986754966887416,218.14910603167635,0.15990000502560814
0.05,1.0,1,7,0.2731788079470199,217.56542407751164,0.1619270243406687
0.05,1.0,1,8,0.28311258278145696,217.02157631440315,0.1295388767926488
0.05,1.0,1,9,0.28725165562913907,216.4370534294399,0.14307714183435588
0.05,1.0,1,10,0.28807947019867547,215.85421071696527,0.19882832865223588
0.05,1.0,1,11,0.28807947019867547,215.27551014011442,0.22280126961625316
0.05,1.0,1,12,0.2905629139072848,214.71509383451098,0.21700485237408967
0.05,1.0,1,13,0.2905629139072848,214.11730904382026,0.21070591160266722
0.05,1.0,1,14,0.2913907284768212,213.5261820600982,0.24294217879169216
0.05,1.0,1,15,0.2996688741721854,212.97405002574223,0.25023821547370534
0.05,1.0,1,16,0.31043046357615894,212.3783658963208,0.2591601991789522
0.05,1.0,1,17,0.3120860927152318,211.8203759975886,0.2628988439432148
0.05,1.0,1,18,0.3170529801324503,211.27652823448005,0.29382629820043715
0.05,1.0,1,19,0.3170529801324503,210.6863472328852,0.3272169705365357
0.05,1.0,1,20,0.3170529801324503,210.1159309272818,0.35317996313919353
0.05,1.0,1,21,0.3170529801324503,209.5537988929258,0.3642035674143738
0.05,1.0,1,22,0.3170529801324503,208.96681404482746,0.35991724810590064
0.05,1.0,1,23,0.3170529801324503,208.39639773922403,0.39041049873230466
0.05,1.0,1,24,0.3170529801324503,207.82183929799695,0.43574587013435445
0.05,1.0,1,25,0.31788079470198677,207.25142299239351,0.4359462390224091
0.05,1.0,1,26,0.31788079470198677,206.66029600867142,0.45558119803211033
0.05,1.0,1,27,0.31788079470198677,206.07745329619684,0.48926427132239125
0.05,1.0,1,28,0.31788079470198677,205.49046844809845,0.509740433317362
0.05,1.0,1,29,0.3211920529801324,204.88691505750518,0.5334870121880825
0.05,1.0,1,30,0.3220198675496689,204.30407234503056,0.5346564518888377
0.05,1.0,1,31,0.3220198675496689,203.75850885316953,0.5578174442986621
0.05,1.0,1,32,0.3228476821192053,203.1839504119424,0.5618715521034974
0.05,1.0,1,33,0.3228476821192053,202.55968634323045,0.5809906262426695
0.05,1.0,1,34,0.3228476821192053,201.98098576637955,0.6028277634067608
0.05,1.0,1,35,0.32367549668874174,201.43542227451854,0.6109760641246943
0.05,1.0,1,36,0.3269867549668874,200.8732902401626,0.6345522577517304
0.05,1.0,1,37,0.3269867549668874,200.3070160701829,0.6748313567136157
0.05,1.0,1,38,0.3269867549668874,199.74902617145068,0.6996983494975662
0.05,1.0,1,39,0.3269867549668874,199.16618345897604,0.7198842904455626
0.05,1.0,1,40,0.3269867549668874,198.61233569586759,0.7306339028630638
0.05,1.0,1,41,0.3269867549668874,198.02949298339297,0.7523953221644151
0.05,1.0,1,42,0.3269867549668874,197.44665027091835,0.7810293451346534
0.05,1.0,1,43,0.3269867549668874,196.90522891468103,0.7597072925591485
0.05,1.0,1,44,0.3269867549668874,196.32238620220642,0.7802466386058459
0.05,1.0,1,45,0.3269867549668874,195.74782776097928,0.7877215844507525
0.05,1.0,1,46,0.3269867549668874,195.16084291288092,0.8240725082333371
0.05,1.0,1,47,0.3269867549668874,194.59871087852497,0.8339896856647837
0.05,1.0,1,48,0.3269867549668874,194.05314738666394,0.8501194093874571
0.05,1.0,1,49,0.3269867549668874,193.50758389480296,0.8484014515435048
0.05,1.0,1,50,0.3269867549668874,192.9081726398334,0.8805153863548546
0.05,1.0,1,51,0.3269867549668874,192.3460406054774,0.9323016942022825
0.05,1.0,1,52,0.3269867549668874,191.78390857112146,0.9653894711534168
0.05,1.0,1,53,0.3269867549668874,191.2176344011418,0.9870553651436367
0.05,1.0,1,54,0.3269867549668874,190.6513602311621,0.9775621853806514
0.05,1.0,1,55,0.3269867549668874,190.07680178993493,0.9575187430011397
0.05,1.0,1,56,0.3269867549668874,189.5105276199553,0.9816047076538924
0.05,1.0,1,57,0.3269867549668874,188.94839558559931,0.9965458846861993
0.05,1.0,1,58,0.3269867549668874,188.39868995811455,1.0239377614997318
0.05,1.0,1,59,0.3269867549668874,187.80756297439248,1.0533081808393239
0.05,1.0,1,60,0.3269867549668874,187.19986744817544,1.050977992881641
0.05,1.0,1,61,0.3269867549668874,186.6253090069483,1.0696284356971386
0.05,1.0,1,62,0.3269867549668874,186.05075056572113,1.110920957819974
0.05,1.0,1,63,0.3269867549668874,185.49276066698894,1.1315443428522318
0.05,1.0,1,64,0.3269867549668874,184.90991795451433,1.156520614228882
0.05,1.0,1,65,0.3269867549668874,184.31879097079224,1.1699217846064687
0.05,1.0,1,66,0.3269867549668874,183.76080107206002,1.2016349792076941
0.05,1.0,1,67,0.3269867549668874,183.17795835958538,1.2280714819348428
0.05,1.0,1,68,0.3269867549668874,182.60339991835826,1.2470615028510446
0.05,1.0,1,69,0.3269867549668874,182.03298361275483,1.2790817766601958
